2	0.5773502692	1.0000000000
2	-0.5773502692	1.0000000000
3	0.7745966692	0.5555555556
3	0.0000000000	0.8888888889
3	-0.7745966692	0.5555555556
4	0.8611363116	0.3478548451
4	0.3399810436	0.6521451549
4	-0.3399810436	0.6521451549
4	-0.8611363116	0.3478548451
5	0.9061798459	0.2369268850
5	0.5384693101	0.4786286705
5	0.0000000000	0.5688888889
5	-0.5384693101	0.4786286705
5	-0.9061798459	0.2369268850
6	0.93246951420	0.1713244923	
6	0.66120938646	0.3607615730
6	0.23861918608	0.4679139345	
6	-0.2386191860	0.4679139345	
6	-0.6612093864	0.3607615730
6	-0.9324695142	0.1713244923
7	0.94910791234	0.1294849661
7	0.74153118559	0.2797053914
7	0.40584515137	0.3818300505
7	0.00000000000	0.4179591836
7	-0.40584515137	0.3818300505
7	-0.74153118559	0.2797053914
7	-0.94910791234	0.1294849661
8	0.96028985649	0.1012285362
8	0.79666647741	0.2223810344
8	0.52553240991	0.3137066458
8	0.18343464249	0.3626837833
8	-0.18343464249	0.3626837833
8	-0.52553240991	0.3137066458
8	-0.79666647741	0.2223810344
8	-0.96028985649	0.1012285362



